ticker,company name,Company,industry,description,website,logo,ceo,exchange,market cap,sector,tag 1,tag 2,tag 3,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off
NEWR,New Relic Inc.,New Relic,Application Software,"New Relic Inc is a software-as-a-service provider of software analytics products which allow users to monitor software performance with .NET, Java, JavaScript, Node.js, PHP, Python, and Ruby applications deployed in a cloud or in a data center.",http://www.newrelic.com,NEWR.png,Lewis Cirne,New York Stock Exchange,6076281574,Technology,Technology,Software - Infrastructure,Application Software,SF Bay Area,Infrastructure,110,0.05,8/18/2022,https://www.marketwatch.com/story/new-relic-commits-to-restructuring-plan-including-layoffs-271660823014,214,Post-IPO,8/18/2022 15:35,United States,Unknown
NEWR,New Relic Inc.,New Relic,Application Software,"New Relic Inc is a software-as-a-service provider of software analytics products which allow users to monitor software performance with .NET, Java, JavaScript, Node.js, PHP, Python, and Ruby applications deployed in a cloud or in a data center.",http://www.newrelic.com,NEWR.png,Lewis Cirne,New York Stock Exchange,6076281574,Technology,Technology,Software - Infrastructure,Application Software,SF Bay Area,Infrastructure,160,0.07,4/6/2021,https://siliconangle.com/2021/04/06/new-relic-let-go-7-employees-amid-business-model-refocus/,214.5,Post-IPO,4/7/2021 2:19,United States,Unknown
NEWR,New Relic Inc.,New Relic,Application Software,"New Relic Inc is a software-as-a-service provider of software analytics products which allow users to monitor software performance with .NET, Java, JavaScript, Node.js, PHP, Python, and Ruby applications deployed in a cloud or in a data center.",http://www.newrelic.com,NEWR.png,Lewis Cirne,New York Stock Exchange,6076281574,Technology,Technology,Software - Infrastructure,Application Software,Portland,Infrastructure,20,,6/29/2020,https://www.bizjournals.com/portland/news/2020/06/29/layoffs-at-new-relic-as-company-combines-2-enginee.html,214.5,Post-IPO,6/30/2020 16:00,United States,Unknown
NFLX,Netflix Inc.,Netflix,Entertainment,"Netflix Inc provides multimedia content through the internet. It provides a subscription based platform for television shows, movies and original series.",http://www.netflix.com,NFLX.png,Reed Hastings,Nasdaq Global Select,1.55748E+11,Consumer Cyclical,Consumer Cyclical,Media - Diversified,Entertainment,SF Bay Area,Media,30,,9/14/2022,https://deadline.com/2022/09/netflix-animation-layoff-30-staffers-overhaul-continues-1235118700/,121900,Post-IPO,9/16/2022 14:49,United States,Unknown
NFLX,Netflix Inc.,Netflix,Entertainment,"Netflix Inc provides multimedia content through the internet. It provides a subscription based platform for television shows, movies and original series.",http://www.netflix.com,NFLX.png,Reed Hastings,Nasdaq Global Select,1.55748E+11,Consumer Cyclical,Consumer Cyclical,Media - Diversified,Entertainment,SF Bay Area,Media,300,0.03,6/23/2022,https://www.cnbc.com/2022/06/23/netflix-lays-off-300-more-employees-as-revenue-growth-continues-to-slow.html,121900,Post-IPO,6/23/2022 19:35,United States,Unknown
NFLX,Netflix Inc.,Netflix,Entertainment,"Netflix Inc provides multimedia content through the internet. It provides a subscription based platform for television shows, movies and original series.",http://www.netflix.com,NFLX.png,Reed Hastings,Nasdaq Global Select,1.55748E+11,Consumer Cyclical,Consumer Cyclical,Media - Diversified,Entertainment,SF Bay Area,Media,150,0.01,5/17/2022,https://www.cnbc.com/2022/05/17/netflix-lays-off-150-employees-as-the-streaming-service-contends-with-big-subscriber-losses.html,121900,Post-IPO,5/17/2022 18:58,United States,Unknown
NFLX,Netflix Inc.,Netflix,Entertainment,"Netflix Inc provides multimedia content through the internet. It provides a subscription based platform for television shows, movies and original series.",http://www.netflix.com,NFLX.png,Reed Hastings,Nasdaq Global Select,1.55748E+11,Consumer Cyclical,Consumer Cyclical,Media - Diversified,Entertainment,SF Bay Area,Media,25,,4/28/2022,https://www.thewrap.com/netflix-layoffs-tudum-site-marketing-department/,121900,Post-IPO,5/12/2022 1:21,United States,Unknown
NSTG,NanoString Technologies Inc.,NanoString,Biotechnology,"NanoString Technologies Inc is a biotechnology company. It develops, manufactures and sells products that unlock scientifically valuable and clinically actionable genomic information from minute amounts of tissue.",http://www.nanostring.com,NSTG.png,R. Bradley Gray,NASDAQ Global Market,695712730,Healthcare,Healthcare,Biotechnology,,Seattle,Healthcare,,0.1,11/8/2022,https://www.genomeweb.com/business-news/nanostring-technologies-delivers-underwhelming-q3-lays-10-percent-workforce#.Y3MWTuzMK58,731,Post-IPO,11/17/2022 0:09,United States,Unknown
NTAP,NetApp Inc.,NetApp,Computer Hardware,"NetApp Inc provides technology solutions. It is engaged in the design, manufacturing, marketing, and technical support of high-performance storage and data management solutions. Its core product offering icnlude data storage devices such as flash drives.",http://www.netapp.com,,George Kurian,Nasdaq Global Select,17075349364,Technology,Technology,Data Storage,Computer Hardware,SF Bay Area,Data,960,0.08,1/31/2023,https://www.theregister.com/2023/01/31/netapp_layoffs_8_percent/,,Post-IPO,1/31/2023 16:33,United States,Unknown
NTNX,Nutanix Inc.,Nutanix,Application Software,"Nutanix Inc provides cloud capabilities for businesses. It mainly offers web-scale engineering and consumer-grade design, virtualization and storage into a resilient, and software-defined solution to its customers.",http://www.nutanix.com,NTNX.png,Dheeraj Pandey,Nasdaq Global Select,9676976472,Technology,Technology,Software - Infrastructure,Application Software,SF Bay Area,Infrastructure,270,0.04,8/9/2022,https://www.marketscreener.com/quote/stock/NUTANIX-INC-31497437/news/NUTANIX-INC-Costs-Associated-with-Exit-or-Disposal-Activities-form-8-K-41257917/,1100,Post-IPO,8/9/2022 21:51,United States,Unknown
NVTA,Invitae Corporation,Invitae,Medical Diagnostics & Research,"Invitae Corp is a genetic information company engaged in genetic diagnostics for hereditary disorders. It provides testing for multiple genes including hereditary cancer, neurological disorders, cardiovascular disorders and other hereditary conditions.",https://www.invitae.com,NVTA.png,Sean E. George,New York Stock Exchange,1028123265,Healthcare,Healthcare,Diagnostics & Research,Medical Diagnostics & Research,SF Bay Area,Healthcare,1000,,7/19/2022,https://www.genomeweb.com/business-news/invitae-lay-over-1000-workers-amid-restructuring-leadership-transition#.YtbajOzMK8D,2000,Post-IPO,7/19/2022 16:23,United States,Unknown
OKTA,Okta Inc.,Okta,Application Software,"Okta Inc is an identity and access management company. Its products include Universal Directory,Single Sign-On, Adaptive Multi-Factor Authentication, Lifecycle Management, Mobility Management, and API Access Management.",http://www.okta.com,OKTA.png,Todd McKinnon,Nasdaq Global Select,8968720655,Technology,Technology,Software - Infrastructure,Application Software,SF Bay Area,Security,300,0.05,2/2/2023,https://www.bloomberg.com/news/articles/2023-02-02/okta-to-lay-off-300-employees-citing-overhiring-execution-challenges,1200,Post-IPO,2/2/2023 15:48,United States,https://airtable.com/shrezINg2JegLsl3L/tblvWgpSHQtMNdYBO
OKTA,Okta Inc.,Okta,Application Software,"Okta Inc is an identity and access management company. Its products include Universal Directory,Single Sign-On, Adaptive Multi-Factor Authentication, Lifecycle Management, Mobility Management, and API Access Management.",http://www.okta.com,OKTA.png,Todd McKinnon,Nasdaq Global Select,8968720655,Technology,Technology,Software - Infrastructure,Application Software,SF Bay Area,Security,24,,8/26/2022,https://www.unleash.ai/economy/okta-lays-off-us-sourcing-team/,1200,Post-IPO,8/26/2022 20:43,United States,Unknown
ORCL,Oracle Corporation,Oracle,Application Software,"Oracle Corp is a computer software company. It sells enterprise information technology solutions, including databases, middleware, applications, and hardware. The Company primarily offers software licenses, support, and maintenance services worldwide.",http://www.oracle.com,ORCL.png,Mark V. Hurd / Safra Ada Catz,New York Stock Exchange,1.83753E+11,Technology,Technology,Software - Infrastructure,Application Software,SF Bay Area,Other,200,,11/1/2022,https://www.businessinsider.com/oracle-cloud-infrastructure-layoffs-200-employees-2022-11?IR=T,,Post-IPO,11/17/2022 0:45,United States,Unknown
PEGA,Pegasystems Inc.,Pegasystems,Application Software,"Pegasystems Inc. develops, market, and license software and also provides implementation, consulting, training, and technical support services to help its customers maximize the business value from the use of the company's software.",http://www.pega.com,PEGA.png,Alan Trefler,Nasdaq Global Select,4533157498,Technology,Technology,Software - Application,Application Software,Boston,HR,245,0.04,1/3/2023,https://www.bizjournals.com/boston/news/2023/01/03/pegasystems-to-cut-4-of-its-workforce.html,,Post-IPO,1/4/2023 16:12,United States,Unknown
PS,Pluralsight Inc.,Pluralsight,Application Software,"Pluralsight Inc operates as an enterprise software company. The firm offers a platform that provides technology skill development solutions mainly by providing various courses for related to technology which include mobile, security, IT and data.",https://www.pluralsight.com,,,Nasdaq Global Select,4283773911,Technology,Technology,Software - Application,Application Software,Salt Lake City,Education,400,0.2,12/12/2022,https://www.pluralsight.com/newsroom/press-releases/ceo-aaron-skonnard-email-to-pluralsight,192,Acquired,12/12/2022 22:08,United States,https://docs.google.com/spreadsheets/d/1l10lFdaYxDWpmJorxd5cml_bBQ0qMhqngZvKEJP5m2o/edit#gid=0
PYPL,PayPal Holdings Inc.,PayPal,Credit Services,"PayPal Holdings Inc is a technology platform company that enables digital and mobile payments on behalf of consumers and merchants. The company's payments platform includes PayPal, PayPal Credit, Venmo, Xoom and Braintree products.",https://www.paypal.com,PYPL.png,Daniel H. Schulman,Nasdaq Global Select,1.07938E+11,Financial Services,Financial Services,Credit Services,,SF Bay Area,Finance,2000,0.07,1/31/2023,https://www.cnbc.com/2023/01/31/paypal-to-lay-off-2000-employees-in-coming-weeks-about-7percent-of-workforce.html,216,Post-IPO,1/31/2023 21:48,United States,Unknown
PYPL,PayPal Holdings Inc.,PayPal,Credit Services,"PayPal Holdings Inc is a technology platform company that enables digital and mobile payments on behalf of consumers and merchants. The company's payments platform includes PayPal, PayPal Credit, Venmo, Xoom and Braintree products.",https://www.paypal.com,PYPL.png,Daniel H. Schulman,Nasdaq Global Select,1.07938E+11,Financial Services,Financial Services,Credit Services,,SF Bay Area,Finance,83,,5/23/2022,https://www.bizjournals.com/sanjose/news/2022/05/23/paypal-lays-off-83-workers-from-san-jose-hq.html,216,Post-IPO,5/26/2022 3:02,United States,Unknown
QTRX,Quanterix Corporation,Quanterix,Biotechnology,Quanterix Corp is a life science company. The company digitizing biomarker analysis with the goal of advancing the science of precision health.,https://www.quanterix.com,QTRX.png,E. Kevin Hrusovsky,NASDAQ Global Market,448173158,Healthcare,Healthcare,Biotechnology,,Boston,Healthcare,130,0.25,8/9/2022,https://www.genomeweb.com/business-news/quanterix-slashing-workforce-25-percent-it-refocuses-commercial-efforts#.Y3J8V-zMK8B,533,Post-IPO,11/17/2022 4:38,United States,Unknown
RAMP,LiveRamp Holdings Inc.,LiveRamp,Application Software,"Acxiom Corp is an enterprise data, analytics and software-as-a-service company. Its business segments include Marketing Services, Audience Solutions and Connectivity.",https://www.liveramp.com,RAMP.png,Scott E. Howe,New York Stock Exchange,3022058509,Technology,Technology,Information Technology Services,Application Software,SF Bay Area,Marketing,,0.1,11/3/2022,https://www.marketscreener.com/quote/stock/LIVERAMP-HOLDINGS-INC-54039111/news/LIVERAMP-HOLDINGS-INC-Costs-Associated-with-Exit-or-Disposal-Activities-form-8-K-42212180/,16,Post-IPO,11/5/2022 3:47,United States,Unknown
RDFN,Redfin Corporation,Redfin,Real Estate Services,Redfin Corp is a technology-powered residential real estate brokerage company. It represents people buying and selling homes in over 80 markets throughout the United States.,http://www.redfin.com,RDFN.png,Glenn Kelman,Nasdaq Global Select,1638327118,Real Estate,Real Estate,Real Estate Services,,Seattle,Real Estate,201,0.04,4/11/2023,https://www.geekwire.com/2023/redfin-lays-off-201-employees-as-housing-market-continues-to-retrench/,320,Post-IPO,4/14/2023 2:59,United States,Unknown
RDFN,Redfin Corporation,Redfin,Real Estate Services,Redfin Corp is a technology-powered residential real estate brokerage company. It represents people buying and selling homes in over 80 markets throughout the United States.,http://www.redfin.com,RDFN.png,Glenn Kelman,Nasdaq Global Select,1638327118,Real Estate,Real Estate,Real Estate Services,,Seattle,Real Estate,862,0.13,11/9/2022,https://www.businessinsider.com/redfin-layoffs-home-flipping-business-redfinnow-shut-down-2022-11,320,Post-IPO,11/9/2022 15:29,United States,Unknown
RDFN,Redfin Corporation,Redfin,Real Estate Services,Redfin Corp is a technology-powered residential real estate brokerage company. It represents people buying and selling homes in over 80 markets throughout the United States.,http://www.redfin.com,RDFN.png,Glenn Kelman,Nasdaq Global Select,1638327118,Real Estate,Real Estate,Real Estate Services,,Seattle,Real Estate,470,0.08,6/14/2022,https://www.streetinsider.com/dr/news.php?id=20212223&gfv=1,319,Post-IPO,6/14/2022 16:40,United States,Unknown
RDFN,Redfin Corporation,Redfin,Real Estate Services,Redfin Corp is a technology-powered residential real estate brokerage company. It represents people buying and selling homes in over 80 markets throughout the United States.,http://www.redfin.com,RDFN.png,Glenn Kelman,Nasdaq Global Select,1638327118,Real Estate,Real Estate,Real Estate Services,,Seattle,Real Estate,236,0.07,4/7/2020,https://www.geekwire.com/2020/redfin-lays-off-7-staff-furloughs-hundreds-agents-due-covid-19-impact-housing-demand/,319,Post-IPO,4/7/2020 21:49,United States,Unknown
ROKU,Roku Inc.,Roku,Communication Services,"Roku Inc operates TV streaming platform in the United States. Its TV streaming platform allows users to discover and access a variety of movies and TV episodes, as well as live sports, music, news and more.",https://www.roku.com,ROKU.png,Anthony Wood,Nasdaq Global Select,5243176555,Communication Services,Communication Services,Pay TV,,SF Bay Area,Media,200,0.06,3/30/2023,https://www.reuters.com/technology/streaming-device-maker-roku-cut-200-jobs-second-round-layoffs-2023-03-30/,208,Post-IPO,3/30/2023 22:58,United States,Unknown
ROKU,Roku Inc.,Roku,Communication Services,"Roku Inc operates TV streaming platform in the United States. Its TV streaming platform allows users to discover and access a variety of movies and TV episodes, as well as live sports, music, news and more.",https://www.roku.com,ROKU.png,Anthony Wood,Nasdaq Global Select,5243176555,Communication Services,Communication Services,Pay TV,,SF Bay Area,Media,200,0.07,11/17/2022,https://variety.com/2022/digital/news/roku-layoffs-200-employees-1235435468/amp/,208,Post-IPO,11/17/2022 17:12,United States,Unknown
SAGE,Sage Therapeutics Inc.,Sage Therapeutics,Biotechnology,"Sage Therapeutics Inc is a biopharmaceutical company conducting development programs and clinical trials to discover medicines for central nervous system disorders. It has development programs for refractory status epilepticus, and Parkinson's di-sease.",http://www.sagerx.com,SAGE.png,Jeffrey M. Jonas,NASDAQ Global Market,6950085802,Healthcare,Healthcare,Biotechnology,,Boston,Healthcare,340,0.53,4/7/2020, https://www.biopharmadive.com/news/sage-restructuring-layoffs-340-employees/575641/,438,Post-IPO,4/8/2020 22:22,United States,Unknown
SCWX,SecureWorks Corp.,SecureWorks,Application Software,SecureWorks Corp is a provider of intelligence-driven information security solutions exclusively focused on protecting its clients from cyber attacks. Its solutions enable organizations to fortify their cyber defenses to prevent security breaches.,http://www.secureworks.com,,Michael R. Cote,Nasdaq Global Select,1988633836,Technology,Technology,Software - Application,Application Software,Atlanta,Security,212,0.09,2/7/2023,https://www.marketwatch.com/story/secureworks-to-cut-9-of-its-workforce-as-layoffs-could-affect-more-than-200-employees-01675779796,83,Post-IPO,2/7/2023 15:30,United States,Unknown
SFIX,Stitch Fix Inc.,Stitch Fix,Retail - Apparel & Specialty,"Stitch Fix Inc offers personal style service for men and women. It delivers various product types, including denim, dresses, blouses, skirts, shoes, jewelry and handbags and sells merchandise across a various range of price points.",https://www.stitchfix.com,SFIX.png,Katrina Lake,Nasdaq Global Select,2219697132,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty,SF Bay Area,Retail,,0.2,1/5/2023,https://www.cnbc.com/2023/01/05/stitchfix-ceo-steps-down-20percent-of-salaried-workforce-to-be-cut.html,79,Post-IPO,1/5/2023 16:46,United States,https://docs.google.com/spreadsheets/d/1pJWM8AY6gDKKdfbzYRFSBYbEDgTthSDsjMoe6c0-IBQ/htmlview#gid=823461148
SFIX,Stitch Fix Inc.,Stitch Fix,Retail - Apparel & Specialty,"Stitch Fix Inc offers personal style service for men and women. It delivers various product types, including denim, dresses, blouses, skirts, shoes, jewelry and handbags and sells merchandise across a various range of price points.",https://www.stitchfix.com,SFIX.png,Katrina Lake,Nasdaq Global Select,2219697132,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty,SF Bay Area,Retail,330,0.15,6/9/2022,https://www.cnbc.com/2022/06/09/stitch-fix-is-laying-off-15percent-of-its-salaried-employees-internal-memo-says.html,79,Post-IPO,6/9/2022 19:49,United States,Unknown
SFIX,Stitch Fix Inc.,Stitch Fix,Retail - Apparel & Specialty,"Stitch Fix Inc offers personal style service for men and women. It delivers various product types, including denim, dresses, blouses, skirts, shoes, jewelry and handbags and sells merchandise across a various range of price points.",https://www.stitchfix.com,SFIX.png,Katrina Lake,Nasdaq Global Select,2219697132,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty,SF Bay Area,Retail,1400,0.18,6/1/2020,https://www.cnbc.com/2020/06/01/stitch-fix-is-laying-off-1400-in-california-18percent-of-workforce.html,79,Post-IPO,6/2/2020 3:59,United States,Unknown
SFLY,Shutterfly Inc.,Shutterfly,Personal Services,"Shutterfly Inc is an online manufacturer and retailer of personalized products and services. Its brands include Shutterfly, Tiny Prints, Wedding Paper Divas, MyPublisher, BorrowLenses and Groovebook.",http://www.shutterflyinc.com,SFLY.png,Christopher North,Nasdaq Global Select,1511529151,Consumer Cyclical,Consumer Cyclical,Personal Services,,SF Bay Area,Retail,360,,1/25/2023,https://thedeadpixelssociety.com/shutterfly-layoffs-impact-360/,50,Acquired,1/26/2023 21:06,United States,Unknown
SFLY,Shutterfly Inc.,Shutterfly,Personal Services,"Shutterfly Inc is an online manufacturer and retailer of personalized products and services. Its brands include Shutterfly, Tiny Prints, Wedding Paper Divas, MyPublisher, BorrowLenses and Groovebook.",http://www.shutterflyinc.com,SFLY.png,Christopher North,Nasdaq Global Select,1511529151,Consumer Cyclical,Consumer Cyclical,Personal Services,,SF Bay Area,Retail,800,,1/25/2021,https://thedeadpixelssociety.com/lifetouch-shutterfly-staff-reductions-near-800/,50,Acquired,1/26/2023 21:07,United States,Unknown
SMAR,Smartsheet Inc. Class A,Smartsheet,Application Software,"Smartsheet Inc provides a cloud-based platform for work execution, that enabling teams and organizations to plan, capture, manage, automate, and report on work at a scale which results in more efficient processes and better business outcomes.",https://www.smartsheet.com,SMAR.png,Mark Patrick Mader,New York Stock Exchange,3362642536,Technology,Technology,Software - Application,Application Software,Seattle,Other,85,0.03,2/16/2023,https://www.bizjournals.com/seattle/news/2023/02/16/smartsheet-lays-off-85-employees-globally.html,152,Post-IPO,2/17/2023 21:30,United States,Unknown
SNAP,Snap Inc. Class A,Snap,Online Media,"Snap Inc is a camera application developer. Its main product is Snapchat, a camera application created to help people communicate through short videos and images. It also offers Spectacles, which are camera-enabled sunglasses.",http://www.snap.com,,Evan Spiegel,New York Stock Exchange,8954364996,Technology,Technology,Internet Content & Information,Online Media,Los Angeles,Consumer,1280,0.2,8/31/2022,https://www.theverge.com/2022/8/30/23329301/snap-layoffs-20-percent-employees-snapchat,4900,Post-IPO,8/30/2022 20:55,United States,Unknown
SNPS,Synopsys Inc.,Synopsys,Application Software,Synopsys Inc is a software development company. It supplies electronic design automation software used by engineers to design and test integrated circuits. It provides software and hardware used to develop the electronic systems that incorporate chips.,http://www.synopsys.com,SNPS.png,Aart J. De Geus / Chi-Foon Chan,Nasdaq Global Select,14652471176,Technology,Technology,Software - Application,Application Software,SF Bay Area,Other,100,,1/27/2023,https://www.eastbaytimes.com/2023/01/27/synopsys-mountain-view-sunnyvale-job-layoff-tech-facebook-google/,,Post-IPO,1/28/2023 15:08,United States,Unknown
SONO,Sonos Inc.,Sonos,Computer Hardware,,http://www.sonos.com,SONO.png,Patrick Spence,Nasdaq Global Select,1370452920,Technology,Technology,Consumer Electronics,Computer Hardware,New York City,Consumer,174,0.12,6/24/2020,https://www.cnbc.com/2020/06/24/sonos-says-its-cutting-12percent-of-global-employees-because-of-covid-19.html,455.2,Post-IPO,6/25/2020 4:51,United States,Unknown
SPLK,Splunk Inc.,Splunk,Application Software,"Splunk Inc provides software products. Its flagship product is Splunk Enterprise and at its core is a proprietary machine data engine, comprised of collection, indexing, search, reporting analysis and data management capabilities.",http://www.splunk.com,SPLK.png,Douglas Merritt,Nasdaq Global Select,19053666316,Technology,Technology,Software - Application,Application Software,SF Bay Area,Data,325,0.04,2/1/2023,https://www.marketwatch.com/story/splunk-to-lay-off-4-of-its-staff-in-latest-sign-of-software-cutbacks-11675260328,2400,Post-IPO,2/1/2023 17:01,United States,https://docs.google.com/spreadsheets/d/1uyTQmiT0CBSJBum-GVc-TDcPyL825RkAnBu9nNIA5wc/edit?resourcekey#gid=1886320755
SPLK,Splunk Inc.,Splunk,Application Software,"Splunk Inc provides software products. Its flagship product is Splunk Enterprise and at its core is a proprietary machine data engine, comprised of collection, indexing, search, reporting analysis and data management capabilities.",http://www.splunk.com,SPLK.png,Douglas Merritt,Nasdaq Global Select,19053666316,Technology,Technology,Software - Application,Application Software,SF Bay Area,Data,70,0.01,6/16/2020,https://www.bloomberg.com/news/articles/2020-06-17/splunk-joins-tech-s-belt-tightening-with-plan-to-shed-staff,40,Post-IPO,6/18/2020 22:48,United States,Unknown
SYBX,Synlogic Inc.,Synlogic,Biotechnology,"Synlogic Inc is a biopharmaceutical company focused on advancing the drug discovery and development platform for Synthetic Biotic medicines, which are designed using synthetic biology to genetically reprogram beneficial microbes to treat diseases.",http://www.mirnarx.com,,Aoife M. Brennan,NASDAQ Global Market,220122856,Healthcare,Healthcare,Biotechnology,,Boston,Healthcare,,0.25,12/1/2022,https://www.fiercebiotech.com/biotech/sqz-ceo-exits-biotech-axes-60-staff-synlogic-succumbs-layoff-pressure,321,Post-IPO,12/11/2022 6:21,United States,Unknown
TCDA,Tricida Inc.,Tricida,Drug Manufacturers,,http://www.tricida.com,TCDA.png,Gerrit Klaerner,Nasdaq Global Select,877210775,Healthcare,Healthcare,Drug Manufacturers - Specialty & Generic,Drug Manufacturers,SF Bay Area,Healthcare,,0.57,11/14/2022,https://seekingalpha.com/pr/19020683-tricida-announces-third-quarter-2022-financial-results,624,Post-IPO,1/19/2023 4:12,United States,Unknown
TDOC,Teladoc Health Inc.,Teladoc Health,Application Software,"Teladoc Inc provides telehealth platform, delivering on-demand healthcare anytime, anywhere, via mobile devices, the internet, video and phone.",http://www.teladoc.com,TDOC.png,Jason N. Gorevic,New York Stock Exchange,4444054712,Technology,Technology,Health Information Services,Application Software,New York City,Healthcare,300,0.06,1/18/2023,https://digitalhealth.modernhealthcare.com/finance/teladoc-health-layoffs-staff-cut-jason-gorevic,172,Post-IPO,1/18/2023 19:49,United States,Unknown
TMDI,Titan Medical Inc.,Titan Medical,Medical Devices,"Titan Medical Inc is in the research and development stage. The Sport product is produced to address the current clinical, operational and financial limitations of the robotic platforms in the high growth robotic surgery market.",http://www.titanmedicalinc.com,,David J. McNally,NASDAQ Capital Market,78033056,Healthcare,Healthcare,Medical Devices,,Toronto,Healthcare,48,0.72,2/10/2023,https://www.fiercebiotech.com/medtech/titan-medical-lays-70-staff-search-buyer-comes-short,278,Post-IPO,3/10/2023 15:59,Canada,Unknown
TREE,LendingTree Inc.,LendingTree,Banks,"LendingTree Inc is an online lender exchange that connects consumers with lenders, and provides online tools to aid consumers in their financial divisions. It provides services such as mortgages, refinance loans, home equity loans, among others.",https://www.lendingtree.com,TREE.png,Douglas R. Lebda,Nasdaq Global Select,3881871079,Financial Services,Financial Services,Specialty Finance,Banks,Charlotte,Finance,150,0.13,3/30/2023,https://www.wsoctv.com/news/local/lendingtree-cutting-workforce-by-13-latest-layoff-round/264JH3PRKNE4TH3HUR5WA7T6XU/,,Post-IPO,4/1/2023 1:58,United States,Unknown
TREE,LendingTree Inc.,LendingTree,Banks,"LendingTree Inc is an online lender exchange that connects consumers with lenders, and provides online tools to aid consumers in their financial divisions. It provides services such as mortgages, refinance loans, home equity loans, among others.",https://www.lendingtree.com,TREE.png,Douglas R. Lebda,Nasdaq Global Select,3881871079,Financial Services,Financial Services,Specialty Finance,Banks,Charlotte,Finance,200,,11/3/2022,https://investors.lendingtree.com/static-files/b06a0e39-53f1-480a-867f-230222a6a84c,,Post-IPO,1/23/2023 23:20,United States,Unknown
TRIP,TripAdvisor Inc.,TripAdvisor,Travel & Leisure,"TripAdvisor Inc provides travel related services. Its website offers reviews on restaurants, hotels and tourist destinations. It secures revenue from providing advertisement space on its website as well as through commissions on bookings.",http://www.tripadvisor.com,TRIP.png,Stephen Kaufer,Nasdaq Global Select,8270996231,Consumer Cyclical,Consumer Cyclical,Leisure,Travel & Leisure,Boston,Travel,900,0.25,4/28/2020,https://layoffs.fyi/2020/04/30/tripadvisor-laid-off-900-employees/,3,Post-IPO,4/28/2020 15:28,United States,Unknown
TRUE,TrueCar Inc.,TrueCar,Online Media,"TrueCar Inc operates as an Internet-based information, technology, and communication services company. It operates its platform for affinity group marketing partners, such as USAA and consumer reports, financial institutions, and other large enterprises.",http://www.true.com,,Victor A Perry,Nasdaq Global Select,1007285423,Technology,Technology,Internet Content & Information,Online Media,Los Angeles,Transportation,219,0.3,5/28/2020,https://labusinessjournal.com/news/2020/jun/01/truecar-lays-30-staff/,340,Post-IPO,5/29/2020 1:55,United States,Unknown
TSLA,Tesla Inc.,Tesla,Autos,"Tesla Inc is a vertically integrated sustainable energy company. It designs, develops, manufactures and sells high-performance fully electric vehicles and electric vehicle powertrain components.",https://www.tesla.com,TSLA.png,Elon Musk,Nasdaq Global Select,54932162739,Consumer Cyclical,Consumer Cyclical,Auto Manufacturers,Autos,Austin,Transportation,,0.1,6/3/2022,https://www.cnbc.com/2022/06/03/heres-the-email-elon-musk-sent-all-tesla-employees-10percent-job-cuts.html,20200,Post-IPO,11/10/2022 0:54,United States,Unknown
TTGT,TechTarget Inc.,TechTarget,Online Media,TechTarget Inc operates websites that publishes content to help reach IT professionals and executives. It offers free content and primarily collects information about its registered members for IT vendors to generate qualified sales leads.,http://www.techtarget.com,TTGT.png,Michael Cotoia,NASDAQ Global Market,402664029,Technology,Technology,Internet Content & Information,Online Media,Boston,Marketing,60,0.05,12/8/2022,https://www.marketwatch.com/story/techtarget-focuses-on-restructuring-plan-cutting-60-positions-271670628385,115,Post-IPO,12/11/2022 6:02,United States,Unknown
TWLO,Twilio Inc. Class A,Twilio,Application Software,"Twilio Inc provides a cloud communications platform that enables developers to build, scale and operate communications within software applications through the cloud as a pay-as- you-go service.",http://www.twilio.com,TWLO.png,Jeff Lawson,New York Stock Exchange,11345356137,Technology,Technology,Software - Application,Application Software,SF Bay Area,Other,1500,0.17,2/13/2023,https://www.cnbc.com/2023/02/13/twilio-layoffs-1500-employees-17percent-of-workforce.html,614,Post-IPO,2/13/2023 16:24,United States,Unknown
TWLO,Twilio Inc. Class A,Twilio,Application Software,"Twilio Inc provides a cloud communications platform that enables developers to build, scale and operate communications within software applications through the cloud as a pay-as- you-go service.",http://www.twilio.com,TWLO.png,Jeff Lawson,New York Stock Exchange,11345356137,Technology,Technology,Software - Application,Application Software,SF Bay Area,Other,800,0.11,9/14/2022,https://techcrunch.com/2022/09/14/twilio-lays-off-11-of-its-staff-as-it-aims-for-profitability-in-2023/,614,Post-IPO,9/14/2022 14:47,United States,Unknown
TWOU,2U Inc.,2U,Application Software,2U Inc is engaged in providing cloud-based software-as-a-service platform. Its platform enables nonprofit colleges and universities to deliver education to qualified students anywhere.,http://www.2u.com,TWOU.png,Christopher J. Paucek,Nasdaq Global Select,3454504580,Technology,Technology,Software - Infrastructure,Application Software,Washington D.C.,Education,,0.2,7/28/2022,https://www.insidehighered.com/news/2022/08/01/online-program-enabler-2u-resets-its-pricing-model,426,Post-IPO,7/30/2022 23:15,United States,Unknown
